sample_id,filename,speed_kmph,speed_mps,distance_m,angle_deg
sample_0000001,(test_40.0_)Peuguot3008_straight_11.11111111111111mps_0.5m_0000001.wav,40.0,11.11111111111111,0.5,0.0
sample_0000002,(test_43.0_)Peuguot3008_straight_11.944444444444445mps_0.5m_0000002.wav,43.0,11.944444444444445,0.5,0.0
sample_0000003,(test_45.0_)Peuguot3008_straight_12.5mps_0.5m_0000003.wav,45.0,12.5,0.5,0.0
sample_0000004,(test_47.0_)Peuguot3008_straight_13.055555555555555mps_0.5m_0000004.wav,47.0,13.055555555555555,0.5,0.0
sample_0000005,(test_50.0_)Peuguot3008_straight_13.88888888888889mps_0.5m_0000005.wav,50.0,13.88888888888889,0.5,0.0
sample_0000006,(test_52.0_)Peuguot3008_straight_14.444444444444445mps_0.5m_0000006.wav,52.0,14.444444444444445,0.5,0.0
sample_0000007,(test_54.0_)Peuguot3008_straight_15.0mps_0.5m_0000007.wav,54.0,15.0,0.5,0.0
sample_0000008,(test_55.0_)Peuguot3008_straight_15.277777777777777mps_0.5m_0000008.wav,55.0,15.277777777777777,0.5,0.0
sample_0000009,(test_56.0_)Peuguot3008_straight_15.555555555555555mps_0.5m_0000009.wav,56.0,15.555555555555555,0.5,0.0
sample_0000010,(test_58.0_)Peuguot3008_straight_16.11111111111111mps_0.5m_0000010.wav,58.0,16.11111111111111,0.5,0.0
sample_0000011,(test_60.0_)Peuguot3008_straight_16.666666666666668mps_0.5m_0000011.wav,60.0,16.666666666666668,0.5,0.0
sample_0000012,(test_61.0_)Peuguot3008_straight_16.944444444444443mps_0.5m_0000012.wav,61.0,16.944444444444443,0.5,0.0
sample_0000013,(test_63.0_)Peuguot3008_straight_17.5mps_0.5m_0000013.wav,63.0,17.5,0.5,0.0
sample_0000014,(test_65.0_)Peuguot3008_straight_18.055555555555554mps_0.5m_0000014.wav,65.0,18.055555555555554,0.5,0.0
sample_0000015,(test_67.0_)Peuguot3008_straight_18.61111111111111mps_0.5m_0000015.wav,67.0,18.61111111111111,0.5,0.0
sample_0000016,(test_68.0_)Peuguot3008_straight_18.88888888888889mps_0.5m_0000016.wav,68.0,18.88888888888889,0.5,0.0
sample_0000017,(test_70.0_)Peuguot3008_straight_19.444444444444443mps_0.5m_0000017.wav,70.0,19.444444444444443,0.5,0.0
sample_0000018,(test_72.0_)Peuguot3008_straight_20.0mps_0.5m_0000018.wav,72.0,20.0,0.5,0.0
sample_0000019,(test_74.0_)Peuguot3008_straight_20.555555555555554mps_0.5m_0000019.wav,74.0,20.555555555555554,0.5,0.0
sample_0000020,(test_75.0_)Peuguot3008_straight_20.833333333333332mps_0.5m_0000020.wav,75.0,20.833333333333332,0.5,0.0
sample_0000021,(test_78.0_)Peuguot3008_straight_21.666666666666668mps_0.5m_0000021.wav,78.0,21.666666666666668,0.5,0.0
sample_0000022,(test_80.0_)Peuguot3008_straight_22.22222222222222mps_0.5m_0000022.wav,80.0,22.22222222222222,0.5,0.0
sample_0000023,(test_83.0_)Peuguot3008_straight_23.055555555555554mps_0.5m_0000023.wav,83.0,23.055555555555554,0.5,0.0
sample_0000024,(test_85.0_)Peuguot3008_straight_23.61111111111111mps_0.5m_0000024.wav,85.0,23.61111111111111,0.5,0.0
sample_0000025,(test_87.0_)Peuguot3008_straight_24.166666666666664mps_0.5m_0000025.wav,87.0,24.166666666666664,0.5,0.0
sample_0000026,(test_89.0_)Peuguot3008_straight_24.72222222222222mps_0.5m_0000026.wav,89.0,24.72222222222222,0.5,0.0
sample_0000027,(test_90.0_)Peuguot3008_straight_25.0mps_0.5m_0000027.wav,90.0,25.0,0.5,0.0
sample_0000028,(test_92.0_)Peuguot3008_straight_25.555555555555554mps_0.5m_0000028.wav,92.0,25.555555555555554,0.5,0.0
sample_0000029,(test_95.0_)Peuguot3008_straight_26.38888888888889mps_0.5m_0000029.wav,95.0,26.38888888888889,0.5,0.0
sample_0000030,(test_97.0_)Peuguot3008_straight_26.944444444444443mps_0.5m_0000030.wav,97.0,26.944444444444443,0.5,0.0
sample_0000031,(test_100.0_)Peuguot3008_straight_27.77777777777778mps_0.5m_0000031.wav,100.0,27.77777777777778,0.5,0.0
